#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
751,Vetri,VLD,947.35 백만,4.31,220.02 백만*,774.45 천,-0.29%,-14.10%,-31.77%
752,Ifoods Chain,IFOOD,946.97 백만,0.378788,2.50 십억*,2.84 백만,-12.72%,-0.68%,-18.65%
753,Eligma Token,ELI,946.75 백만,6.81,138.94 백만*,229.73 백만,-1.88%,-4.11%,-0.90%
754,CYCLEAN,CCL,934.06 백만,1.38,678.45 백만*,2.62 백만,0.98%,-8.17%,-16.76%
755,AdShares,ADST,933.09 백만,48.15,19.38 백만*,1.36 백만,-0.23%,-2.95%,-8.80%
756,Qbao,QBT,923.56 백만,14.13,65.35 백만*,57.10 백만,-0.11%,-2.35%,5.53%
757,Olive,OLE,923.49 백만,3.33,277.01 백만*,297.50 백만,-2.83%,-4.68%,-14.98%
758,Global Awards...,GAT,921.85 백만,1.74,529.86 백만*,12.94 백만,-0.28%,6.74%,8.14%
759,GoldCoin,GLD,920.53 백만,22.20,41.47 백만,3.84 백만,-3.30%,-9.25%,-34.18%
760,Friendz,FDZ,919.26 백만,1.81,508.44 백만*,9.11 백만,-7.97%,-8.18%,-17.80%
761,ArtByte,ABY,917.94 백만,1.16,792.54 백만,2.29 백만,-1.02%,-2.48%,-12.64%
762,FoldingCoin,FLDC,912.21 백만,1.27,719.42 백만*,715.08 천,-0.33%,-3.04%,-9.33%
763,Digital Asset...,DAGT,902.19 백만,39.83,22.65 백만*,272.69 백만,-0.77%,-3.27%,11.84%
764,Energo,TSL,900.66 백만,1.50,602.38 백만*,17.21 백만,-5.98%,-1.14%,-4.69%
765,CoinPoker,CHP,899.96 백만,2.85,315.41 백만*,7.40 백만,0.05%,2.44%,-23.18%
766,Swisscoin,SIC,892.47 백만,0.108684,8.21 십억,4.76 백만,-0.36%,-3.03%,-6.46%
767,Ethbits,ETBS,888.33 백만,543.42,1.63 백만*,653.92 천,-0.33%,2.69%,21.52%
768,savedroid,SVD,883.06 백만,0.328478,2.69 십억*,718.05 천,-0.31%,-11.22%,-11.52%
769,Datawallet,DXT,876.05 백만,2.25,390.22 백만*,31.69 백만,-1.38%,-9.51%,5.48%
770,Measurable Da...,MDT,874.90 백만,2.12,411.74 백만*,248.65 백만,-0.18%,-7.20%,-14.62%
771,0xBitcoin,0xBTC,860.54 백만,246.09,3.50 백만,302.24 백만,2.13%,-4.03%,-3.39%
772,Education Eco...,LEDU,860.09 백만,3.95,217.79 백만*,11.68 백만,-0.43%,-3.21%,2.88%
773,HOQU,HQX,851.24 백만,5.63,151.12 백만*,358.55 백만,1.22%,-6.66%,6.49%
774,LIFE,LIFE,849.28 백만,0.036228,23.44 십억*,2.85 백만,-0.34%,-3.01%,-14.85%
775,Arionum,ARO,848.73 백만,11.34,74.85 백만,79.47 백만,-3.27%,-5.65%,-17.14%
776,DNotes,NOTE,845.16 백만,6.26,135.04 백만,67.94 백만,-1.46%,-7.23%,-20.15%
777,Acute Angle C...,AAC,841.95 백만,3.37,250.00 백만*,1.08 십억,-0.54%,17.61%,10.65%
778,1World,1WO,841.47 백만,40.68,20.69 백만*,27.06 백만,2.36%,-1.70%,-20.21%
779,Datum,DAT,840.14 백만,0.855760,981.75 백만*,136.55 백만,0.05%,-3.27%,-1.61%
780,Uquid Coin,UQC,839.95 백만,84.00,10.00 백만*,548.88 백만,-2.62%,-14.88%,-15.12%
781,PinkCoin,PINK,837.20 백만,2.12,394.35 백만,971.64 천,-1.56%,-2.29%,-6.79%
782,BitScreener T...,BITX,831.16 백만,5.42,153.42 백만 *,9.49 백만,-0.38%,-3.21%,10.26%
783,Wixlar,WIX,827.54 백만,32.57,25.40 백만*,4.94 백만,-0.32%,-7.43%,-3.21%
784,FLIP,FLP,824.40 백만,14.73,55.96 백만*,50.22 백만,7.12%,-7.50%,-15.62%
785,Niobio Cash,NBR,818.02 백만,7.15,114.35 백만,1.30 백만,16.57%,21.36%,4.48%
786,Pedity,PEDI,814.84 백만,0.595374,1.37 십억*,1.69 백만,-11.43%,-19.07%,-45.73%
787,Devery,EVE,813.61 백만,12.93,62.92 백만*,206.28 백만,12.42%,16.39%,3.08%
788,Starbase,STAR,790.20 백만,4.21,187.50 백만*,881.80 천,-0.30%,3.80%,-15.80%
789,Atmos,ATMOS,788.77 백만,7.83,100.80 백만*,3.59 백만,-0.29%,39.64%,24.91%
790,ATLANT,ATL,785.37 백만,20.91,37.55 백만*,78.35 백만,-0.19%,-6.15%,-7.47%
791,Atonomi,ATMI,783.77 백만,1.52,514.46 백만*,57.07 백만,-0.83%,-3.85%,-7.73%
792,AC3,AC3,782.94 백만,11.28,69.42 백만*,10.48 백만,-0.23%,-4.69%,10.23%
793,Arbidex,ABX,782.72 백만,38.33,20.42 백만*,41.35 백만,-10.10%,-12.68%,-20.04%
794,Stox,STX,773.48 백만,15.01,51.54 백만*,34.26 백만,0.31%,1.23%,-7.14%
795,BitcoinZ,BTCZ,769.56 백만,0.233253,3.30 십억,230.20 백만,-0.25%,1.41%,-2.97%
796,Truegame,TGAME,768.77 백만,9.31,82.58 백만*,38.93 백만,-0.47%,-1.90%,-8.87%
797,LiteDoge,LDOGE,766.04 백만,0.050587,15.14 십억*,849.70 천,-0.63%,3.34%,3.59%
798,Forkcoin,FORK,762.43 백만,156.62,4.87 백만,16.77 백만,0.73%,-2.63%,-31.05%
799,InterCrone,ICR,746.75 백만,52.19,14.31 백만,884.10 천,-2.60%,8.56%,-4.70%
800,NPER,NPER,745.49 백만,14.93,49.93 백만*,25.11 백만,-0.49%,-2.53%,-8.17%
801,StrongHands,SHND,743.03 백만,0.000080,9.24 조,1.90 백만,4.38%,-0.49%,-2.03%
802,GravityCoin,GXX,741.82 백만,398.51,1.86 백만,3.16 백만,-0.33%,-7.22%,-3.06%
803,RealTract,RET,721.60 백만,0.120267,6.00 십억*,254.86 백만,-0.33%,-3.92%,-28.04%
804,SiaCashCoin,SCC,721.29 백만,0.084446,8.54 십억*,9.24 백만,3.36%,-19.11%,-22.05%
805,Playkey,PKT,720.30 백만,51.74,13.92 백만*,14.70 백만,-10.53%,-5.77%,-7.33%
806,AICHAIN,AIT,710.46 백만,1.33,535.07 백만*,9.03 백만,-0.37%,-0.95%,-2.76%
807,Internxt,INXT,708.67 백만,1125.57,629.61 천*,12.82 백만,6.13%,7.40%,7.78%
808,HeroNode,HER,708.36 백만,0.747132,948.10 백만*,46.59 백만,-0.06%,1.09%,-20.33%
809,Sprouts,SPRTS,703.81 백만,0.000045,15.71 조*,2.43 백만,-3.38%,-3.30%,-0.87%
810,Social Send,SEND,703.42 백만,18.19,38.68 백만*,2.60 백만,-1.79%,-12.63%,19.51%
811,adbank,ADB,703.13 백만,1.14,615.94 백만*,25.71 백만,-0.49%,-3.64%,-2.11%
812,Internet of P...,IOP,701.56 백만,124.36,5.64 백만,64.98 백만,0.52%,-2.27%,-8.14%
813,Alphacat,ACAT,699.25 백만,0.250588,2.79 십억*,39.76 백만,-1.53%,-8.41%,-14.67%
814,BitCrystals,BCY,697.55 백만,30.33,23.00 백만*,582.70 천,7.31%,43.16%,-9.88%
815,Leverj,LEV,691.56 백만,5.86,118.09 백만*,1.56 백만,-22.07%,-0.62%,-9.97%
816,AiLink Token,ALI,687.13 백만,0.324035,2.12 십억*,136.91 백만,-0.95%,2.62%,-12.26%
817,Helium,HLM,686.62 백만,75.76,9.06 백만,705.07 천,-0.36%,10.59%,-8.63%
818,Zero,ZER,683.25 백만,142.62,4.79 백만,2.44 백만,3.35%,-0.29%,-9.22%
819,Snovian.Space,SNOV,682.04 백만,1.68,404.98 백만*,5.10 백만,-0.29%,-1.42%,-14.11%
820,Colu Local Ne...,CLN,678.53 백만,6.69,101.38 백만*,22.40 백만,-0.34%,-4.66%,-10.48%
821,LRM Coin,LRM,676.11 백만,4032.58,167.66 천,485.80 백만,-0.97%,-8.13%,-
822,ProChain,PRA,676.04 백만,13.64,49.56 백만*,53.45 백만,-0.06%,-4.62%,-1.41%
823,Sovereign Hero,HERO,675.94 백만,141617,4.77 천*,2.41 백만,-0.34%,-10.67%,13.95%
824,IP Exchange,IPSX,671.22 백만,0.792433,847.04 백만*,20.50 백만,-0.47%,-2.34%,-6.63%
825,Cruisebit,CRBT,666.05 백만,25.17,26.46 백만*,11.30 백만,-0.36%,-3.03%,-6.90%
826,HEROcoin,PLAY,665.82 백만,5.34,124.71 백만*,14.38 백만,0.16%,4.38%,-5.54%
827,BitRent,RNTB,659.42 백만,0.783399,841.74 백만*,3.36 백만,0.80%,2.41%,-11.10%
828,EDRCoin,EDRC,647.65 백만,227.15,2.85 백만*,11.66 백만,0.00%,-10.44%,-7.22%
829,Invacio,INV,645.10 백만,19.75,32.66 백만*,2.37 백만,-2.25%,-8.85%,-5.59%
830,Blue Protocol,BLUE,634.57 백만,17.32,36.65 백만*,78.93 백만,-0.48%,-6.20%,-10.24%
831,Profile Utili...,PUT,631.57 백만,13.95,45.29 백만*,122.23 백만,4.90%,12.63%,25.49%
832,FintruX Network,FTX,628.23 백만,7.39,85.00 백만*,5.60 백만,-0.06%,-1.67%,-8.27%
833,Relex,RLX,624.62 백만,0.468996,1.33 십억*,18.50 백만,1.02%,-14.31%,-39.90%
834,Utrum,OOT,617.84 백만,14.30,43.20 백만*,19.79 백만,-2.94%,0.47%,4.85%
835,Zilla,ZLA,617.29 백만,14.20,43.47 백만*,4.03 백만,-0.33%,-3.68%,-11.91%
836,Dether,DTH,616.01 백만,7.37,83.60 백만*,629.02 천,-0.24%,7.83%,0.20%
837,Rate3,RTE,612.96 백만,1.43,428.99 백만*,91.77 백만,-0.78%,-7.20%,-20.71%
838,Aphelion,APH,609.09 백만,12.18,50.00 백만*,8.12 백만,-0.91%,-0.07%,-4.81%
839,Privatix,PRIX,603.06 백만,509.91,1.18 백만*,670.22 천,-0.24%,-2.04%,-5.42%
840,Memetic / Pep...,MEME,600.80 백만,25.56,23.51 백만,21.60 백만,1.21%,-1.90%,-4.31%
841,CanYaCoin,CAN,600.51 백만,12.99,46.23 백만*,21.49 백만,-1.15%,-12.57%,-18.18%
842,EventChain,EVC,598.76 백만,19.16,31.25 백만*,1.49 백만,9.41%,-13.58%,-6.40%
843,UChain,UCN,598.17 백만,1.99,300.27 백만*,241.66 백만,-1.59%,-3.26%,-18.22%
844,Clipper Coin,CCCX,595.14 백만,0.377841,1.58 십억*,8.49 백만,1.40%,2.01%,-16.23%
845,Worldcore,WRC,585.65 백만,3.29,178.10 백만*,5.14 백만,-0.24%,-1.28%,-8.70%
846,Argentum,ARG,584.38 백만,54.56,10.71 백만,1.84 백만,-1.79%,1.52%,42.81%
847,Ryo Currency,RYO,584.33 백만,71.15,8.21 백만,1.76 백만,-2.73%,-8.78%,-23.78%
848,LikeCoin,LIKE,583.15 백만,1.23,473.58 백만*,22.18 백만,-1.02%,-6.37%,-7.41%
849,Faceter,FACE,576.17 백만,1.22,470.62 백만*,4.89 백만,-0.33%,-1.35%,2.36%
850,SRCOIN,SRCOIN,575.00 백만,0.113815,5.05 십억*,8.87 백만,-0.51%,-3.91%,10.08%
851,Sociall,SCL,572.85 백만,34.27,16.71 백만*,766.16 천,-0.36%,-4.58%,-12.56%
852,Lethean,LTHN,571.76 백만,1.23,465.00 백만,2.92 백만,-0.34%,1.11%,-7.82%
853,Bee Token,BEE,570.52 백만,3.06,186.63 백만*,2.04 백만,-0.28%,-12.53%,-23.05%
854,ZCore,ZCR,566.49 백만,232.16,2.44 백만,12.93 백만,0.02%,-2.12%,2.36%
855,ClearPoll,POLL,565.09 백만,80.73,7.00 백만*,3.14 백만,5.27%,-8.86%,-30.73%
856,CoinFi,COFI,561.29 백만,3.18,176.43 백만*,43.87 백만,0.65%,-9.24%,-17.43%
857,Bela,BELA,556.55 백만,14.27,38.99 백만* ,940.86 천,-0.36%,-4.95%,7.58%
858,Gravity,GZRO,552.95 백만,0.253597,2.18 십억,595.76 천,-0.34%,19.81%,-44.76%
859,TransferCoin,TX,552.55 백만,81.39,6.79 백만*,20.35 백만,3.58%,-5.49%,-13.44%
860,DOWCOIN,DOW,551.51 백만,123.11,4.48 백만*,747.93 천,-0.28%,-3.16%,-12.64%
861,Daneel,DAN,548.64 백만,13.06,42.00 백만*,2.31 백만,-0.32%,-10.37%,-6.67%
862,OptiToken,OPTI,545.82 백만,22.09,24.71 백만*,25.16 백만,-2.82%,-3.17%,-47.50%
863,FREE Coin,FREE,545.14 백만,0.000143,3.82 조*,3.59 백만,-0.17%,-23.20%,-65.41%
864,JET8,J8T,545.09 백만,0.901683,604.53 백만*,23.44 백만,3.70%,-1.54%,-15.28%
865,Traceability ...,TAC,543.44 백만,1.45,374.72 백만*,24.42 백만,0.01%,-3.68%,-9.09%
866,Thrive Token,THRT,541.78 백만,5.25,103.18 백만*,67.07 백만,-0.36%,-2.33%,-6.23%
867,Coinsuper Eco...,CEN,536.76 백만,3.84,139.62 백만*,149.27 백만,1.94%,-2.96%,-30.50%
868,Zippie,ZIPT,533.59 백만,2.27,234.56 백만*,615.58 천,-0.28%,5.85%,-7.48%
869,VeriumReserve,VRM,531.43 백만,275.67,1.93 백만,571.43 천,-1.66%,-5.66%,-13.23%
870,Cashbery Coin,CBC,529.99 백만,95.95,5.52 백만,102.92 백만,-0.93%,-6.57%,-48.46%
871,HeartBout,HB,529.66 백만,9.96,53.20 백만*,101.21 백만,-0.64%,-3.82%,-17.34%
872,NeosCoin,NEOS,527.31 백만,127.12,4.15 백만,1.08 백만,-0.36%,-9.72%,-30.10%
873,FedoraCoin,TIPS,523.98 백만,0.002468,212.27 십억,3.50 백만,-3.53%,-3.23%,2.86%
874,Tokenbox,TBX,523.36 백만,39.06,13.40 백만*,7.24 백만,-0.43%,-1.23%,-5.17%
875,Block Array,ARY,519.16 백만,7.59,68.43 백만*,17.53 백만,-0.55%,-6.51%,-25.75%
876,LOCIcoin,LOCI,518.89 백만,12.76,40.66 백만*,3.45 백만,-1.76%,-0.28%,-8.65%
877,SkinCoin,SKIN,511.54 백만,5.80,88.18 백만*,5.45 백만,-0.18%,-11.93%,15.59%
878,XcelToken,XCEL,510.97 백만,6.92,73.86 백만*,25.01 백만,-11.04%,-56.45%,5.42%
879,Matryx,MTX,510.53 백만,21.98,23.22 백만*,4.28 백만,-0.19%,-3.42%,-12.50%
880,Breakout Stake,BRX,509.30 백만,81.25,6.27 백만*,633.17 천,0.05%,-8.56%,-19.41%
881,CryptoCarbon,CCRB,508.97 백만,20.61,24.69 백만*,34.22 백만,0.49%,15.06%,5.42%
882,Bettex Coin,BTXC,497.16 백만,116.68,4.26 백만,14.65 백만,-7.14%,-22.33%,-27.29%
883,MedicCoin,MEDIC,488.20 백만,2.12,230.79 백만,9.85 백만,-0.28%,3.06%,-5.59%
884,Thingschain,TIC,488.01 백만,0.042640,11.45 십억*,8.35 백만,-0.55%,-1.07%,-15.94%
885,Bethereum,BETHER,486.61 백만,1.70,285.79 백만*,6.66 백만,-1.86%,-5.87%,-26.69%
886,Giant,GIC,486.21 백만,174.31,2.79 백만,5.80 백만,-0.80%,-3.51%,-3.83%
887,White Standard,WSD,481.37 백만,1095.50,439.40 천*,5.55 백만,0.03%,0.00%,-4.43%
888,MTC Mesh Network,MTC,479.38 백만,1.67,287.47 백만*,9.05 백만,-0.12%,-6.73%,-24.62%
889,EncryptoTel [...,ETT,477.18 백만,7.68,62.13 백만*,9.99 백만,-0.55%,2.36%,-11.01%
890,BetterBetting,BETR,476.83 백만,2.79,170.70 백만*,19.40 백만,-1.45%,-3.75%,-24.99%
891,TrakInvest,TRAK,472.68 백만,5.63,83.93 백만*,137.15 백만,-0.37%,-0.10%,-16.53%
892,Apollon,XAP,472.15 백만,3.59,131.56 백만,1.38 백만,3.86%,1.52%,-11.71%
893,Sp8de,SPX,471.83 백만,0.060617,7.78 십억*,34.35 백만,-4.27%,-21.53%,-7.96%
894,Terracoin,TRC,465.83 백만,20.31,22.94 백만,1.45 백만,-3.17%,-7.86%,-11.99%
895,MyWish,WISH,465.82 백만,23.64,19.70 백만*,572.54 천,-0.42%,-10.39%,-3.52%
896,Karbo,KRB,465.19 백만,67.67,6.87 백만,1.76 백만,2.08%,-0.35%,-6.90%
897,Rentberry,BERRY,464.78 백만,1.54,301.43 백만*,812.58 천,4.72%,-6.07%,-2.22%
898,Credit Tag Chain,CTC,464.72 백만,11.04,42.10 백만,26.07 백만,-2.81%,-1.08%,-9.56%
899,NuBits,USNBT,463.42 백만,42.20,10.98 백만*,16.76 백만,3.70%,0.91%,-10.13%
900,BlockCAT,CAT,463.21 백만,62.94,7.36 백만*,698.54 천,-3.57%,158.56%,19.05%
901,Elixir,ELIX,462.50 백만,13.64,33.92 백만*,4.31 백만,-0.34%,3.74%,-16.94%
902,FSBT API Token,FSBT,458.56 백만,130.66,3.51 백만*,1.77 십억,-0.05%,0.52%,19.47%
903,HOLD,HOLD,458.52 백만,0.650544,704.82 백만*,116.76 백만,2.86%,-0.81%,-0.88%
904,Breakout,BRK,452.64 백만,23.89,18.95 백만,1.13 백만,-0.55%,-9.00%,-11.66%
905,Helbiz,HBZ,452.51 백만,0.658387,687.30 백만*,77.13 백만,-2.88%,-11.65%,-21.19%
906,TRONCLASSIC,TRXC,451.65 백만,0.000971,465.11 십억*,1.59 백만,-0.12%,-65.62%,-82.66%
907,InterValue,INVE,449.42 백만,4.63,97.03 백만*,190.69 백만,0.11%,-16.06%,-39.79%
908,AdHive,ADH,447.71 백만,3.69,121.22 백만*,34.66 백만,-2.27%,-3.53%,-6.15%
909,Kalkulus,KLKS,443.16 백만,32.03,13.84 백만,9.67 백만,5.49%,17.59%,61.39%
910,Tigereum,TIG,440.01 백만,25.36,17.35 백만*,882.31 천,-0.30%,-34.56%,-27.82%
911,Pundi X NEM,NPXSXEM,423.63 백만,0.413645,1.02 십억*,942.75 백만,-0.47%,0.08%,-5.21%
912,iEthereum,IETH,415.62 백만,23.11,17.98 백만*,1.06 백만,-0.31%,2.76%,-14.45%
913,Travelflex,TRF,415.33 백만,5.26,78.91 백만*,1.88 백만,-0.31%,-14.61%,-7.59%
914,BitCoen,BEN,414.43 백만,59.20,7.00 백만*,6.71 백만,-6.83%,19.19%,15.47%
915,Guaranteed Et...,GETX,411.65 백만,1.37,300.00 백만*,4.81 백만,-0.55%,-7.18%,-14.77%
916,DopeCoin,DOPE,406.36 백만,3.48,116.85 백만*,1.68 백만,-0.35%,-8.58%,-5.81%
917,EUNO,EUNO,402.69 백만,31.02,12.98 백만,980.20 천,-0.23%,-6.46%,-9.23%
918,Nexium,NXC,402.39 백만,6.05,66.51 백만*,4.32 백만,-2.05%,0.79%,-11.35%
919,QuadrantProtocol,EQUAD,399.52 백만,1.33,299.69 백만*,97.39 백만,-0.38%,-0.33%,0.63%
920,Sumokoin,SUMO,397.54 백만,45.82,8.68 백만,1.16 백만,-0.02%,-3.84%,-8.57%
921,GoldMint,MNTP,397.44 백만,207.54,1.91 백만*,4.60 백만,4.82%,-1.68%,-11.58%
922,Indorse Token,IND,397.30 백만,10.70,37.14 백만*,18.79 백만,-0.19%,-5.68%,-7.73%
923,Pareto Network,PARETO,395.37 백만,1.20,329.34 백만*,928.97 천,-0.04%,-4.21%,-45.04%
924,eBoost,EBST,393.56 백만,19.68,20.00 백만*,1.82 백만,1.34%,-4.33%,-10.86%
925,Dinastycoin,DCY,386.82 백만,0.214541,1.80 십억,2.65 백만,0.11%,15.73%,110.66%
926,Fire Lotto,FLOT,381.35 백만,18.17,20.98 백만*,57.99 백만,-2.83%,-2.14%,-17.56%
927,Neutron,NTRN,379.54 백만,9.70,39.12 백만*,1.08 백만,-0.34%,2.55%,-13.16%
928,DPRating,RATING,376.80 백만,0.172648,2.18 십억*,63.54 백만,-0.67%,-3.56%,-8.03%
929,Proton Token,PTT,375.59 백만,0.156100,2.41 십억*,63.56 백만,-1.88%,-10.50%,-22.84%
930,Equal,EQL,374.95 백만,0.931471,402.54 백만*,1.45 백만,66.35%,31.54%,80.47%
931,CannabisCoin,CANN,374.64 백만,4.85,77.23 백만,1.59 백만,-0.96%,-6.67%,-13.69%
932,Universal Cur...,UNIT,374.21 백만,23.73,15.77 백만,6.31 백만,-0.32%,-4.43%,-1.55%
933,BoutsPro,BOUTS,372.55 백만,4.86,76.62 백만*,13.53 백만,-5.13%,-8.08%,-22.13%
934,Sapien,SPN,365.31 백만,1.81,201.38 백만*,15.96 백만,-0.48%,-3.20%,-2.74%
935,SnowGem,XSG,354.34 백만,34.90,10.15 백만,107.08 백만,0.12%,-2.88%,-21.30%
936,RefToken,REF,354.04 백만,474.63,745.94 천*,24.00 백만,-1.06%,-2.13%,-13.38%
937,ShareX,SEXC,353.32 백만,0.547348,645.52 백만*,2.37 백만,-0.33%,-3.17%,-8.49%
938,MNPCoin,MNP,351.93 백만,160.55,2.19 백만,793.91 천,-3.74%,-19.99%,-24.71%
939,Oceanlab,OCL,349.84 백만,7.52,46.50 백만*,1.37 백만,-1.25%,-8.36%,23.79%
940,SkyHub Coin,SHB,347.77 백만,1913.55,181.74 천,15.61 백만,1.87%,4.93%,73.20%
941,Menlo One,ONE,343.12 백만,1.14,300.40 백만*,3.99 백만,1.63%,-2.95%,-46.97%
942,CoinToGo,2GO,339.33 백만,83.28,4.07 백만,14.36 백만,-0.33%,-10.84%,18.61%
943,Rupee,RUP,333.78 백만,13.01,25.66 백만,3.66 백만,-10.91%,-6.21%,-8.76%
944,Auctus,AUC,331.94 백만,19.47,17.05 백만*,833.41 천,-0.10%,-3.92%,1.37%
945,Kryll,KRL,326.69 백만,27.47,11.89 백만*,19.32 백만,-0.50%,-1.64%,-11.82%
946,Pluton,PLU,325.99 백만,383.52,850.00 천*,10.31 백만,-0.67%,-3.88%,-5.94%
947,Bob's Repair,BOB,325.77 백만,4.16,78.29 백만*,229.88 백만,-3.43%,-23.32%,-48.20%
948,Pylon Network,PYLNT,323.40 백만,825.28,391.87 천*,43.80 백만,-0.36%,-5.73%,25.08%
949,SnodeCoin,SND,323.02 백만,35.43,9.12 백만*,5.91 백만,-0.44%,-3.09%,-29.05%
950,XMCT,XMCT,315.45 백만,3.27,96.43 백만*,110.81 백만,-3.12%,-3.20%,-15.95%
951,The ChampCoin,TCC,314.12 백만,1.84,170.71 백만,37.15 백만,4.18%,-13.84%,-0.97%
952,Stipend,SPD,314.07 백만,32.61,9.63 백만,1.47 백만,-0.54%,-21.04%,-19.90%
953,Bonpay,BON,313.93 백만,27.81,11.29 백만*,12.80 백만,-2.83%,-5.22%,-6.41%
954,MetaMorph,METM,309.16 백만,4.48,69.00 백만*,17.19 백만,-0.99%,0.79%,-27.05%
955,Repme,RPM,308.90 백만,0.008528,36.22 십억*,44.29 백만,-3.64%,1.54%,-32.72%
956,VeriME,VME,306.67 백만,1.76,174.63 백만*,2.47 백만,20.04%,1.57%,33.54%
957,Bigbom,BBO,302.69 백만,0.895565,337.98 백만*,161.85 백만,-0.12%,4.42%,-3.75%
958,Sharpay,S,302.55 백만,0.320390,944.30 백만*,17.54 백만,0.31%,-0.20%,-16.67%
959,Kora Network ...,KNT,301.02 백만,1.00,300.00 백만*,22.97 백만,-7.13%,-18.51%,-22.57%
960,Penguin Coin,PENG,297.07 백만,0.051778,5.74 십억,2.40 백만,6.78%,6.46%,-3.10%
961,Cpollo,CPLO,295.32 백만,0.036228,8.15 십억*,722.02 천,-0.29%,-3.03%,-36.46%
962,Nullex,NLX,294.87 백만,7.28,40.48 백만,1.79 백만,-7.50%,0.02%,-8.89%
963,Skeincoin,SKC,294.58 백만,21.77,13.53 백만,710.87 천,-0.33%,-6.65%,5.11%
964,GenesisX,XGS,294.51 백만,51.87,5.68 백만,2.49 백만,-10.35%,-12.05%,-25.86%
965,Signals Network,SGN,293.92 백만,3.34,88.00 백만*,1.10 백만,-0.32%,11.88%,18.37%
966,Maverick Chain,MVC,292.73 백만,2.79,104.94 백만*,20.43 백만,-7.75%,-16.06%,-15.25%
967,Akroma,AKA,291.12 백만,16.20,17.98 백만,3.01 백만,-3.86%,-14.19%,-37.39%
968,ATBCoin,ATB,290.80 백만,6.92,42.04 백만,3.82 십억,-0.93%,-4.86%,-11.07%
969,eBitcoin,EBTC,288.05 백만,15.24,18.90 백만*,1.05 백만,-1.25%,-11.70%,-26.88%
970,Bodhi [ETH],BOE,283.89 백만,19.32,14.69 백만*,13.69 백만,-0.57%,-2.28%,2.82%
971,Parkgene,GENE,283.36 백만,0.961336,294.76 백만*,15.55 백만,-0.34%,3.54%,-30.11%
972,Jury.Online T...,JOT,281.09 백만,31.16,9.02 백만*,26.28 백만,0.88%,-0.29%,2.04%
973,HunterCoin,HUC,278.05 백만,11.70,23.76 백만,637.71 천,-0.33%,2.23%,-18.63%
974,Soma,SCT,277.30 백만,34.37,8.07 백만*,111.39 백만,-0.28%,4.92%,8.18%
975,FUTURAX,FTXT,277.05 백만,0.081332,3.41 십억*,6.86 백만,-0.13%,-3.30%,-20.99%
976,Open Trading ...,OTN,275.75 백만,136.20,2.02 백만*,1.06 백만,-0.56%,33.66%,-28.81%
977,Leadcoin,LDC,269.34 백만,0.343375,784.40 백만*,13.89 백만,-0.14%,-5.85%,-9.25%
978,Freyrchain,FREC,269.29 백만,0.538583,500.00 백만*,211.13 백만,2.70%,-7.14%,-14.43%
979,Galactrum,ORE,266.22 백만,98.00,2.72 백만,757.44 천,-0.36%,-4.10%,-10.17%
980,ClearCoin,XCLR,265.82 백만,0.503571,527.87 백만*,1.81 백만,-0.30%,-1.06%,21.38%
981,AB-Chain RTB,RTB,265.20 백만,17.64,15.03 백만*,1.53 백만,-2.50%,-5.09%,-5.03%
982,CarTaxi Token,CTX,262.03 백만,6.56,39.93 백만*,1.58 백만,4.41%,16.19%,-12.01%
983,EverGreenCoin,EGC,262.01 백만,19.05,13.75 백만,4.26 백만,4.79%,-0.13%,2.18%
984,EtherGem,EGEM,261.27 백만,16.57,15.77 백만,2.33 백만,2.41%,-5.90%,-8.31%
985,Bitzeny,ZNY,253.87 백만,3.36,75.61 백만,3.25 백만,-4.51%,-29.98%,-48.82%
986,RealChain,RCT,252.65 백만,0.730585,345.82 백만*,68.55 백만,1.40%,-9.16%,-9.08%
987,Blocklancer,LNC,250.82 백만,2.09,120.14 백만*,13.62 백만,-0.06%,-0.13%,-7.27%
988,TokenDesk,TDS,249.15 백만,24.24,10.28 백만*,60.88 백만,-0.25%,-13.33%,488.18%
989,SoMee.Social,ONG,248.84 백만,6.02,41.34 백만*,94.39 백만,-0.32%,-2.10%,-33.95%
990,Quantis Network,QUAN,246.41 백만,73.37,3.36 백만,1.03 백만,-0.57%,-9.05%,-16.20%
991,Naviaddress,NAVI,245.98 백만,1.01,242.55 백만*,112.98 백만,-0.33%,0.15%,-11.72%
992,Kolion,KLN,241.80 백만,345.17,700.52 천,8.27 백만,-0.59%,-8.30%,5.62%
993,Bitcoin Zero,BZX,240.96 백만,19.93,12.09 백만,25.41 백만,2.80%,-15.07%,-42.17%
994,Ether-1,ETHO,237.30 백만,13.68,17.35 백만,4.83 백만,-1.71%,-8.31%,8.50%
995,CryptoFlow,CFL,232.67 백만,2.64,88.14 백만,1.62 백만,-0.29%,17.62%,-8.76%
996,Vivid Coin,VIVID,228.86 백만,57.15,4.00 백만,13.71 백만,-2.48%,-10.57%,-36.77%
997,Auxilium,AUX,227.00 백만,2.27,99.94 백만*,6.33 백만,3.88%,22.76%,41.48%
998,SyncFab,MFG,225.43 백만,1.30,173.85 백만*,120.22 백만,-1.34%,-1.87%,-14.71%
999,Mindexcoin,MIC,222.89 백만,10.82,20.60 백만*,862.69 천,-3.20%,0.02%,9.33%
