#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
1520,Joincoin,J,57.15 백만,17.74,3.22 백만,8.84 천,-0.18%,3.34%,1.20%
1521,ICO OpenLedger,ICOO,56.91 백만,122.15,465.95 천*,1.26 천,-0.13%,95.60%,-0.94%
1522,Bitcoin 21,XBTC21,56.59 백만,71.35,793.11 천*,509.44 ,-0.18%,4.82%,30.47%
1523,Aricoin,ARI,56.21 백만,0.241853,232.43 백만,8.79 천,-0.29%,10.63%,-1.47%
1524,Wild Crypto,WILD,56.01 백만,2.30,24.37 백만*,281.00 천,-0.16%,2.06%,6.25%
1525,AceD,ACED,55.97 백만,23.78,2.35 백만*,558.80 천,-0.18%,9.16%,-1.40%
1526,Accelerator N...,ACC,55.76 백만,87.04,640.59 천*,47.00 천,-0.18%,6.47%,57.72%
1527,Signatum,SIGT,55.46 백만,0.513624,107.97 백만*,12.34 천,-0.24%,38.19%,17.77%
1528,Dystem,DTEM,55.22 백만,13.91,3.97 백만,131.69 천,9.81%,19.21%,-27.32%
1529,Escroco Emerald,ESCE,55.02 백만,0.086648,635.03 백만*,10.99 천,-0.07%,100.68%,-22.89%
1530,Local World F...,LWF,54.86 백만,0.550775,99.60 백만*,330.84 천,0.13%,-11.54%,-9.08%
1531,Wispr,WSP,54.74 백만,2.05,26.65 백만,419.12 ,-0.18%,8.41%,-36.46%
1532,AquariusCoin,ARCO,54.35 백만,26.38,2.06 백만*,41.75 천,-0.24%,6.54%,-5.30%
1533,Synergy,SNRG,54.03 백만,12.80,4.22 백만*,26.15 천,-0.18%,7.74%,-17.93%
1534,InsaneCoin,INSN,53.84 백만,2.33,23.10 백만,68.01 천,-0.18%,5.65%,-3.65%
1535,CatoCoin,CATO,53.76 백만,20.11,2.67 백만,52.14 천,-0.15%,7.20%,-42.39%
1536,BlazeCoin,BLZ,53.70 백만,0.088246,608.56 백만,0.00 ,0.00%,0.00%,0.00%
1537,SmartCoin,SMC,53.50 백만,2.12,25.20 백만,16.32 천,-0.18%,2.01%,-3.12%
1538,VoteCoin,VOT,52.58 백만,1.19,44.27 백만,68.49 천,-0.17%,4.94%,-0.20%
1539,Bitcoin W Spe...,BWS,51.95 백만,0.493434,105.28 백만*,92.67 천,-0.24%,-7.59%,-14.82%
1540,TOKYO,TOKC,51.86 백만,0.240514,215.64 백만*,465.38 천,-0.17%,8.05%,-8.34%
1541,PayCoin,XPY,51.39 백만,4.29,11.98 백만,0.00 ,0.00%,7.86%,-59.39%
1542,Embers,MBRS,51.36 백만,1.03,50.00 백만*,769.56 ,-0.18%,46.09%,6.24%
1543,Fantasy Cash,FANS,51.17 백만,10.91,4.69 백만,32.63 천,0.54%,0.81%,-8.92%
1544,EagleX,EGX,50.42 백만,1.50,33.58 백만*,20.57 천,-0.18%,-3.05%,-18.47%
1545,Commercium,CMM,50.20 백만,1.63,30.84 백만,0.00 ,0.00%,0.00%,-51.49%
1546,Netko,NETKO,50.09 백만,7.37,6.80 백만,0.00 ,0.00%,0.00%,-11.72%
1547,ZeusNetwork,ZEUS,49.71 백만,0.000710,70.00 십억*,235.33 천,-23.04%,-14.27%,-35.72%
1548,GrandCoin,GDC,49.55 백만,0.056047,884.13 백만,16.13 천,-0.48%,50.46%,43.55%
1549,Titcoin,TIT,49.29 백만,0.987738,49.90 백만,127.75 천,-0.18%,-5.99%,-24.75%
1550,Dragonglass,DGS,48.41 백만,0.276567,175.03 백만*,3.81 천,-0.18%,-8.24%,-32.92%
1551,BLAST,BLAST,46.95 백만,1.19,39.61 백만,272.90 천,-11.92%,-1.26%,-13.27%
1552,Impact,IMX,46.93 백만,0.424613,110.52 백만,0.00 ,0.00%,0.00%,-1.13%
1553,Coin(O),CNO,46.85 백만,0.444354,105.44 백만,0.00 ,0.00%,0.00%,25.58%
1554,SAKECOIN,SAKE,46.14 백만,0.010753,4.29 십억*,181.98 천,8.92%,-36.72%,14.13%
1555,Help The Home...,HTH,46.02 백만,0.079019,582.44 백만,343.75 천,-0.18%,6.33%,1.19%
1556,X-Coin,XCO,46.00 백만,3.71,12.38 백만*,167.29 천,-0.24%,8.38%,35.90%
1557,Nitro,NOX,45.55 백만,3.01,15.15 백만*,101.55 천,0.44%,11.95%,124.91%
1558,Ethereum Dark,ETHD,45.40 백만,30.26,1.50 백만,20.25 천,-0.18%,-4.30%,2.14%
1559,GoldBlocks,GB,44.89 백만,2.88,15.56 백만,25.56 천,-0.24%,-22.30%,-15.11%
1560,PureVidz,VIDZ,44.57 백만,0.355754,125.28 백만*,0.00 ,0.00%,0.00%,51.91%
1561,Graphcoin,GRPH,44.55 백만,6.32,7.05 백만,121.16 천,-0.18%,-15.36%,-15.95%
1562,Honey,HONEY,43.33 백만,95.04,455.96 천,10.73 천,0.79%,49.89%,5.56%
1563,Zoomba,ZBA,43.05 백만,4.79,8.99 백만,275.53 천,-0.12%,25.88%,-1.84%
1564,Quatloo,QTL,42.98 백만,5.57,7.72 백만,0.00 ,0.00%,0.00%,0.00%
1565,ParallelCoin,DUO,42.96 백만,136.51,314.72 천,520.02 천,-0.18%,0.62%,19.23%
1566,Zurcoin,ZUR,41.56 백만,0.474114,87.65 백만,4.94 천,-0.18%,-48.96%,-12.27%
1567,Tokugawa,TOK,41.49 백만,40.62,1.02 백만*,59.65 천,-0.18%,6.54%,1.89%
1568,Printex,PRTX,41.11 백만,2.25,18.26 백만,47.53 천,13.79%,-6.75%,-30.54%
1569,Earth Token,EARTH,40.69 백만,0.198191,205.30 백만*,0.00 ,-0.01%,4.24%,-16.28%
1570,Senderon,SDRN,40.36 백만,0.908577,44.43 백만*,0.00 ,-0.20%,0.44%,-6.98%
1571,Minereum,MNE,39.92 백만,8.62,4.63 백만*,73.77 천,-9.65%,-16.17%,-11.23%
1572,GreenMed,GRMD,39.36 백만,2.77,14.22 백만*,170.37 천,-0.15%,11.28%,41.46%
1573,AdultChain,XXX,38.87 백만,0.834298,46.59 백만*,101.32 천,-0.14%,-14.10%,-50.23%
1574,MFIT COIN,MFIT,37.52 백만,55.11,680.85 천,479.29 천,-4.63%,1.87%,-72.84%
1575,BoostCoin,BOST,36.97 백만,3.12,11.86 백만,0.00 ,0.00%,8.98%,-0.95%
1576,SGPay,SGP,36.90 백만,18.45,2.00 백만*,69.54 천,-0.19%,-55.71%,-57.71%
1577,TEKcoin,TEK,36.72 백만,0.025965,1.41 십억,46.91 천,-9.14%,-2.22%,-31.00%
1578,GlobalBoost-Y,BSTY,35.49 백만,2.25,15.79 백만,89.74 천,-0.29%,2.95%,11.30%
1579,Renos,RNS,34.26 백만,1.03,33.36 백만*,1.98 천,-0.18%,15.20%,1.20%
1580,RevolverCoin,XRE,34.20 백만,1.46,23.40 백만,2.11 천,-0.26%,9.28%,-3.99%
1581,Zealium,NZL,34.20 백만,6.38,5.36 백만,293.82 천,-0.18%,112.19%,13.51%
1582,GuccioneCoin,GCC,33.66 백만,1.66,20.29 백만*,10.84 천,-0.17%,-0.76%,-10.91%
1583,Carebit,CARE,33.52 백만,0.297868,112.54 백만,386.85 천,-2.40%,-18.89%,-23.76%
1584,Peerguess,GUESS,33.48 백만,0.553014,60.54 백만*,214.32 천,-0.18%,17.33%,26.74%
1585,Leviar,XLC,32.75 백만,2.33,14.02 백만,0.00 ,-0.08%,9.60%,-17.93%
1586,Ultimate Secu...,USC,32.69 백만,3.16,10.34 백만,29.23 천,-0.18%,13.43%,-71.80%
1587,Cryptojacks,CJ,32.13 백만,0.079019,406.57 백만,367.71 천,-0.18%,0.73%,0.05%
1588,ACRE,ACRE,31.84 백만,7.27,4.38 백만,2.57 천,-0.18%,89.03%,40.96%
1589,Dix Asset,DIX,31.82 백만,0.000318,100.00 십억*,745.17 ,-0.12%,6.85%,-23.92%
1590,Bank Coin,BANK,31.75 백만,5.14,6.18 백만*,72.22 천,-0.18%,6.33%,-5.86%
1591,BOAT,BOAT,31.74 백만,0.440433,72.07 백만,0.00 ,0.00%,7.76%,-15.58%
1592,Evil Coin,EVIL,31.56 백만,1.50,21.02 백만,7.21 천,-0.18%,14.80%,-2.95%
1593,Kurrent,KURT,31.52 백만,0.513624,61.36 백만,28.52 천,-0.24%,-76.96%,1.14%
1594,8Bit,8BIT,31.49 백만,21.45,1.47 백만*,12.88 천,-0.18%,14.50%,5.57%
1595,RonPaulCoin,RPC,31.37 백만,30.79,1.02 백만,0.00 ,0.00%,0.00%,0.00%
1596,Arion,ARION,30.56 백만,5.30,5.77 백만*,53.08 천,-0.71%,-26.62%,-28.27%
1597,IrishCoin,IRL,30.41 백만,0.829700,36.65 백만,14.32 천,-0.18%,11.64%,-6.03%
1598,SecretCoin,SCRT,30.34 백만,7.18,4.23 백만*,0.00 ,0.00%,8.48%,-25.25%
1599,IQ.cash,IQ,29.53 백만,7.65,3.86 백만,64.00 천,-0.48%,5.04%,-25.36%
1600,RedCoin,RED,29.28 백만,0.395095,74.11 백만,25.82 천,-0.18%,-1.60%,25.22%
1601,PluraCoin,PLURA,28.95 백만,0.107412,269.53 백만,57.88 천,35.69%,30.07%,14.36%
1602,SecureCoin,SRC,28.70 백만,2.97,9.67 백만,52.18 천,0.04%,4.85%,1.41%
1603,BrokerNekoNet...,BNN,28.41 백만,0.009489,2.99 십억*,107.54 천,-0.04%,61.31%,-71.07%
1604,EZOOW,EZW,28.32 백만,0.002544,11.13 십억*,33.91 천,-35.33%,-13.49%,24.71%
1605,Olympic,OLMP,28.25 백만,0.568277,49.72 백만,202.90 천,21.48%,59.21%,298.93%
1606,Sparks,SPK,28.20 백만,5.87,4.80 백만,132.93 천,-0.20%,-20.33%,-3.30%
1607,Coin2.1,C2,27.82 백만,0.355586,78.25 백만*,5.49 천,-0.18%,-4.30%,0.04%
1608,Datacoin,DTC,27.28 백만,0.790191,34.53 백만,36.52 천,-0.18%,1.96%,1.19%
1609,ConnectJob,CJT,26.75 백만,0.237057,112.84 백만*,5.15 천,-0.24%,107.91%,80.15%
1610,Cheesecoin,CHEESE,25.85 백만,0.092475,279.58 백만,204.66 ,-0.55%,3.03%,-10.96%
1611,DROXNE,DRXNE,25.83 백만,0.316076,81.74 백만*,6.32 천,-0.24%,-14.93%,-19.04%
1612,Garlicoin,GRLC,25.46 백만,2.02,12.57 백만,72.35 천,-0.10%,-3.34%,2.65%
1613,Centurion,CNT,25.43 백만,0.327381,77.66 백만,34.25 천,-0.34%,24.40%,55.73%
1614,BERNcash,BERN,25.33 백만,0.355586,71.23 백만,7.78 천,-0.18%,2.41%,-30.76%
1615,Master Swiscoin,MSCN,25.24 백만,0.559052,45.14 백만*,239.70 천,-0.18%,14.32%,-2.72%
1616,Allion,ALL,25.23 백만,4.07,6.20 백만,12.68 천,-0.13%,20.38%,6.37%
1617,Harvest Maste...,HC,24.72 백만,6.04,4.09 백만,12.91 천,-0.18%,16.20%,1.44%
1618,EthBet,EBET,24.43 백만,2.87,8.50 백만*,0.00 ,0.00%,0.00%,-47.40%
1619,ZoZoCoin,ZZC,23.92 백만,12.29,1.95 백만,307.19 ,-0.18%,-15.21%,24.92%
1620,iBTC,IBTC,23.00 백만,1.27,18.18 백만*,63.26 ,-0.04%,-2.71%,-33.21%
1621,FolmCoin,FLM,22.71 백만,2.35,9.66 백만,17.06 천,0.62%,6.89%,-10.16%
1622,Qurito,QURO,22.62 백만,2.37,9.54 백만*,3.34 천,-0.18%,-26.89%,259.13%
1623,SoonCoin,SOON,22.51 백만,1.81,12.46 백만*,0.00 ,0.00%,0.00%,0.00%
1624,Qbic,QBIC,22.49 백만,4.96,4.53 백만,63.49 천,0.06%,25.71%,31.78%
1625,INDINODE,XIND,22.43 백만,0.059778,375.26 백만,210.96 천,-0.21%,60.88%,53.10%
1626,Independent M...,IMS,22.27 백만,4.15,5.37 백만,16.18 천,-0.18%,8.36%,-8.89%
1627,Eternity,ENT,22.17 백만,4.53,4.90 백만,18.81 천,-5.28%,8.42%,16.40%
1628,BigUp,BIGUP,22.13 백만,0.010351,2.14 십억,609.68 ,-0.47%,-38.74%,-50.99%
1629,SixEleven,611,22.03 백만,47.49,463.90 천,6.47 천,-0.24%,-17.01%,-6.03%
1630,JavaScript Token,JS,21.79 백만,2.73,7.99 백만*,9.47 천,-0.18%,-29.60%,17.87%
1631,Trident Group,TRDT,21.35 백만,17.60,1.21 백만*,0.00 ,0.00%,0.00%,-9.85%
1632,Fintab,FNTB,21.08 백만,7.59,2.78 백만*,121.36 천,-2.71%,2.36%,-3.95%
1633,ParkByte,PKB,21.08 백만,4.43,4.76 백만*,4.12 천,-0.18%,-7.23%,1.28%
1634,NevaCoin,NEVA,21.04 백만,5.78,3.64 백만,12.21 천,-5.98%,2.95%,-5.09%
1635,Bit20,BTWTY,20.43 백만,20108992,1.02 *,0.00 ,0.00%,0.00%,-68.82%
1636,CompuCoin,CPN,20.39 백만,1.04,19.62 백만,0.00 ,0.00%,0.00%,0.00%
1637,Quebecoin,QBC,20.32 백만,1.30,15.59 백만,7.72 천,-0.17%,-20.25%,1.19%
1638,SmartFox,FOX,20.16 백만,13.16,1.53 백만,239.21 천,-0.17%,-1.42%,-11.95%
1639,AmsterdamCoin,AMS,19.83 백만,0.395095,50.20 백만,3.95 천,-0.18%,19.51%,1.20%
1640,Dreamcoin,DRM,19.83 백만,7.90,2.51 백만*,2.77 천,-0.18%,0.31%,-4.55%
1641,DeusCoin,DEUS,19.70 백만,1.78,11.08 백만,7.18 천,0.56%,11.28%,-17.05%
1642,BumbaCoin,BUMBA,18.49 백만,0.792461,23.34 백만,2.10 천,-0.18%,6.64%,12.76%
1643,MojoCoin,MOJO,18.33 백만,1.49,12.28 백만*,0.00 ,0.00%,0.00%,-48.14%
1644,Digital Money...,DMB,18.22 백만,0.197610,92.19 백만,269.70 천,-0.18%,-22.48%,-21.04%
1645,FLiK,FLIK,18.06 백만,0.300354,60.12 백만*,2.68 천,-0.14%,1.05%,-49.84%
1646,CoinonatX,XCXT,17.76 백만,0.908719,19.54 백만,70.20 천,-0.24%,8.20%,-7.79%
1647,Theresa May Coin,MAY,17.72 백만,0.197548,89.71 백만,5.53 천,-0.18%,6.34%,1.20%
1648,HomeBlockCoin,HBC,16.89 백만,3.38,5.00 백만,1.14 천,-0.04%,6.66%,-10.82%
1649,KingN Coin,KNC,16.59 백만,8257.65,2.01 천*,0.00 ,0.00%,7.96%,-15.06%
1650,Rhenium,XRH,16.14 백만,0.553133,29.18 백만,1.95 천,-0.24%,-12.43%,1.90%
1651,Bankcoin,B@,16.04 백만,1.56,10.29 백만*,133.48 ,2.62%,4.50%,61.16%
1652,TajCoin,TAJ,16.03 백만,1.46,10.97 백만,4.72 천,-0.18%,7.05%,-6.01%
1653,Acoin,ACOIN,15.74 백만,12.90,1.22 백만,0.00 ,0.00%,7.82%,3.59%
1654,Atomic Coin,ATOM,15.61 백만,0.841163,18.55 백만,0.00 ,0.00%,7.80%,-17.90%
1655,Dollarcoin,DLC,15.11 백만,1.66,9.11 백만,3.90 천,-0.24%,-34.44%,-46.93%
1656,Archetypal Ne...,ACTP,14.70 백만,0.003040,4.84 십억*,144.70 천,-4.00%,18.25%,-8.73%
1657,PostCoin,POST,14.53 백만,0.915824,15.87 백만*,93.08 천,0.94%,36.93%,5.37%
1658,Ammo Reloaded,AMMO,14.41 백만,0.185335,77.78 백만*,0.00 ,0.00%,0.00%,-6.48%
1659,Nekonium,NUKO,14.22 백만,1.19,12.00 백만,16.51 천,-0.18%,6.33%,37.02%
1660,Neuro,NRO,14.08 백만,0.237057,59.40 백만,4.74 천,-0.17%,17.44%,21.42%
1661,Phantomx,PNX,13.93 백만,0.400220,34.81 백만,64.34 천,-1.39%,46.91%,48.47%
1662,Kubera Coin,KBR,13.56 백만,0.118529,114.42 백만*,5.81 천,-0.18%,59.49%,1.20%
1663,Virtacoin,VTA,13.39 백만,0.002574,5.20 십억,63.31 천,0.36%,66.47%,32.00%
1664,High Voltage,HVCO,13.38 백만,8.95,1.49 백만*,0.00 ,0.00%,0.00%,3.58%
1665,C-Bit,XCT,12.46 백만,0.079019,157.63 백만,3.97 천,-0.18%,6.33%,1.15%
1666,Polcoin,PLC,12.42 백만,0.158038,78.56 백만,24.91 천,-0.18%,6.33%,25.74%
1667,JIYO,JIYOX,12.37 백만,0.948229,13.04 백만,16.18 천,-0.18%,-20.87%,5.59%
1668,Eryllium,ERY,12.14 백만,0.888879,13.66 백만,0.00 ,0.00%,0.00%,-5.70%
1669,GeyserCoin,GSR,12.06 백만,12.84,939.29 천,99.31 천,-0.18%,-39.48%,-14.34%
1670,Marijuanacoin,MAR,11.95 백만,7.32,1.63 백만,0.00 ,0.00%,0.00%,0.00%
1671,CryptoInsight,TKR,11.84 백만,0.945269,12.53 백만*,0.00 ,0.00%,0.00%,-10.45%
1672,Californium,CF,11.60 백만,4.74,2.45 백만,13.98 천,-0.18%,-29.11%,-0.46%
1673,BitCoin One,BTCONE,11.48 백만,1.15,10.00 백만*,147.31 천,-18.33%,-14.15%,-21.15%
1674,UralsCoin,URALS,11.23 백만,1.11,10.13 백만,7.18 천,-0.17%,2.07%,-24.66%
1675,Litecred,LTCR,11.22 백만,0.371043,30.23 백만,0.00 ,0.00%,-0.09%,-20.07%
1676,Flaxscript,FLAX,11.12 백만,1.98,5.63 백만,9.62 천,-0.18%,19.32%,-6.18%
1677,Ragnarok,RAGNA,11.06 백만,2.04,5.42 백만,19.72 천,-0.18%,29.48%,17.59%
1678,SpeedCash,SCS,11.05 백만,19.22,574.75 천,240.04 천,-31.77%,8.86%,-6.03%
1679,SOILcoin,SOIL,11.04 백만,1.94,5.70 백만,8.98 천,-0.17%,2.16%,3.30%
1680,Bitcoin Planet,BTPL,11.02 백만,1.62,6.80 백만,6.52 천,-0.24%,11.51%,-3.79%
1681,PosEx,PEX,10.97 백만,4.47,2.45 백만,0.00 ,0.00%,7.41%,-0.44%
1682,Comet,CMT,10.75 백만,12.31,872.83 천,32.49 천,-0.18%,9.80%,5.96%
1683,SocialCoin,SOCC,10.54 백만,2.09,5.03 백만,96.12 천,-0.18%,-6.10%,42.72%
1684,LiteBitcoin,LBTC,10.48 백만,0.362211,28.94 백만,436.39 천,1.86%,32.39%,17.56%
1685,Kronecoin,KRONE,10.38 백만,0.952360,10.90 백만,0.00 ,0.00%,0.00%,0.00%
1686,Asiadigicoin,ADCN,10.05 백만,0.403096,24.93 백만,0.00 ,0.00%,8.48%,2.93%
1687,ARbit,ARB,10.03 백만,0.987738,10.15 백만,42.17 천,31.24%,47.68%,109.03%
1688,GambleCoin,GMCN,9.94 백만,1.54,6.45 백만*,16.02 천,-0.18%,1.14%,-10.94%
1689,Zayedcoin,ZYD,9.87 백만,1.58,6.24 백만,4.60 천,-0.18%,-25.38%,-5.39%
1690,MiloCoin,MILO,9.57 백만,0.886719,10.79 백만,0.00 ,0.00%,0.00%,25.30%
1691,FuzzBalls,FUZZ,9.35 백만,1.94,4.83 백만,39.51 천,-0.24%,16.07%,-0.82%
1692,ICOBID,ICOB,9.31 백만,0.086984,107.05 백만*,0.00 ,0.00%,0.00%,0.00%
1693,Staker,STR,9.12 백만,8.14,1.12 백만*,3.34 천,-0.18%,15.89%,0.96%
1694,Elysium,ELS,9.04 백만,0.653044,13.84 백만,0.00 ,0.00%,0.00%,0.00%
1695,Cannation,CNNC,8.92 백만,3.60,2.48 백만,0.00 ,0.00%,0.00%,-12.46%
1696,BitCoal,COAL,8.36 백만,1.86,4.50 백만,7.04 천,-0.18%,8.64%,-32.11%
1697,Iconic,ICON,8.20 백만,13.83,592.89 천*,46.52 천,-0.18%,3.09%,-6.63%
1698,Pioneer Coin,PCOIN,7.87 백만,2.65,2.97 백만,67.94 천,-0.17%,4.77%,16.53%
1699,Eurocoin,EUC,7.85 백만,0.632152,12.42 백만,10.51 천,-0.24%,-31.95%,-40.71%
1700,BitQuark,BTQ,7.75 백만,0.711172,10.89 백만,11.40 천,-0.24%,-3.77%,-4.13%
1701,PoSToken,POS,7.69 백만,7.41,1.04 백만*,0.00 ,0.00%,7.82%,7.04%
1702,BROTHER,BRAT,7.58 백만,0.047403,160.00 백만*,23.73 천,-0.24%,-57.48%,-36.64%
1703,Cabbage,CAB,7.47 백만,0.711172,10.50 백만*,43.02 천,-0.17%,2.09%,2.09%
1704,Prime-XI,PXI,6.93 백만,0.316076,21.93 백만,7.90 천,-0.18%,13.42%,7.49%
1705,Jiyo [OLD],JIYO,6.72 백만,1.10,6.10 백만,3.30 천,-0.18%,49.83%,29.64%
1706,Dalecoin,DALC,6.56 백만,11.48,571.00 천*,908.96 ,9.07%,33.17%,11.36%
1707,EcoCoin,ECO,6.48 백만,5.52,1.17 백만,0.00 ,-0.44%,12.90%,35.94%
1708,Grimcoin,GRIM,6.31 백만,0.074344,84.92 백만,0.00 ,0.00%,0.04%,90.40%
1709,iBank,IBANK,5.98 백만,1.32,4.53 백만,0.00 ,0.00%,7.82%,1.12%
1710,Rocketcoin,ROCK,5.42 백만,0.118529,45.75 백만,39.11 천,-0.18%,6.33%,57.66%
1711,BenjiRolls,BENJI,4.81 백만,0.237057,20.28 백만,9.32 천,-0.18%,112.66%,51.79%
1712,Fujinto,NTO,4.79 백만,0.072747,65.80 백만*,6.76 천,-0.47%,-0.47%,4.90%
1713,VectorAI,VEC2,4.31 백만,0.237057,18.18 백만,897.50 ,-0.17%,6.33%,-56.63%
1714,MustangCoin,MST,3.96 백만,6.28,630.34 천,9.05 천,-0.18%,-15.47%,-20.47%
1715,SongCoin,SONG,3.86 백만,0.118529,32.57 백만,12.41 천,-0.18%,6.33%,51.79%
1716,PLNcoin,PLNC,3.83 백만,0.224352,17.09 백만,0.00 ,0.00%,0.00%,-42.54%
1717,Royal Kingdom...,RKC,3.73 백만,1.38,2.70 백만*,112.13 천,-0.18%,12.77%,-11.45%
1718,BowsCoin,BSC,3.73 백만,0.671662,5.55 백만,9.70 천,-0.18%,6.57%,-17.45%
1719,Bitspace,BSX,3.69 백만,0.276567,13.36 백만,6.76 ,-0.18%,6.34%,51.97%
1720,Veltor,VLT,3.66 백만,6.59,554.86 천,0.00 ,0.00%,8.12%,9.38%
1721,LiteCoin Ultra,LTCU,3.50 백만,3.39,1.03 백만,0.00 ,0.00%,7.41%,-5.55%
1722,Wild Beast Block,WBB,3.19 백만,17.54,181.92 천,2.40 천,-0.18%,6.09%,1.20%
1723,GeertCoin,GEERT,3.15 백만,0.618881,5.09 백만,0.00 ,0.00%,0.00%,8.51%
1724,Benz,BENZ,3.13 백만,0.526097,5.96 백만*,52.61 ,-0.04%,27.41%,-22.83%
1725,AnarchistsPrime,ACP,2.95 백만,0.671662,4.39 백만,8.30 천,-0.18%,5.97%,-20.37%
1726,Concoin,CONX,2.85 백만,3.83,744.27 천,10.39 천,-0.18%,-6.68%,9.06%
1727,PlayerCoin,PLACO,2.73 백만,0.077806,35.12 백만,0.00 ,0.00%,0.00%,-39.02%
1728,Bitvolt,VOLT,2.62 백만,0.158038,16.59 백만*,15.72 천,-0.18%,6.13%,-32.83%
1729,Coupecoin,COUPE,2.54 백만,0.011619,218.28 백만*,132.57 천,-7.82%,31.83%,26.12%
1730,Coimatic 2.0,CTIC2,2.51 백만,0.185685,13.53 백만,0.00 ,0.00%,0.00%,13.21%
1731,Simmitri,SIM,2.45 백만,2.73,897.65 천*,277.11 천,8.46%,8.56%,0.45%
1732,Coinonat,CXT,2.42 백만,0.281054,8.62 백만,96.70 천,-0.26%,-10.53%,-7.03%
1733,Luna Coin,LUNA,2.42 백만,1.42,1.71 백만,0.00 ,0.00%,0.00%,-45.81%
1734,VapersCoin,VPRC,2.27 백만,0.002910,780.12 백만,42.59 천,-0.47%,17.41%,20.05%
1735,Save and Gain,SANDG,2.06 백만,0.671662,3.06 백만,442.90 ,-0.24%,5.64%,8.61%
1736,Coimatic 3.0,CTIC3,1.61 백만,0.711172,2.26 백만*,8.74 천,-0.24%,-11.42%,6.71%
1737,Project-X,NANOX,1.51 백만,19241140,0.08 *,154.51 천,-0.18%,6.55%,-11.71%
1738,Dollar Online,DOLLAR,1.49 백만,1.98,753.78 천,29.65 천,-0.18%,6.33%,-61.44%
1739,CrevaCoin,CREVA,1.44 백만,0.039510,36.39 백만,91.73 천,-0.18%,6.33%,-31.59%
1740,DACH Coin,DACH,1.33 백만,0.158038,8.44 백만,10.02 천,-0.18%,6.33%,-59.52%
1741,Interzone,ITZ,1.33 백만,0.503084,2.65 백만,0.00 ,0.00%,0.00%,0.00%
1742,PonziCoin,PONZI,1.16 백만,1.34,861.10 천,2.72 천,6.10%,3.29%,-26.79%
1743,Argus,ARGUS,1.09 백만,0.948229,1.15 백만,3.84 천,-0.24%,2.31%,36.44%
1744,Magnum,MGM,1.00 백만,0.222967,4.50 백만,0.00 ,0.00%,0.01%,-42.90%
1745,Ourcoin,OUR,807.07 천,1.31,617.70 천,47.47 천,-0.18%,-17.31%,-6.59%
1746,Bolenum,BLN,395.10 천,0.039510,10.00 백만*,7.02 천,-0.24%,6.33%,2782.37%
1747,SHADE Token,SHADE,90.02 천,0.001800,50.00 백만*,0.00 ,0.00%,0.00%,68.53%
1748,POLY AI,AI,79.39 천,0.034792,2.28 백만*,759.10 ,-0.04%,4.94%,-47.41%
1749,HarmonyCoin,HMC,77.48 천,0.138057,561.24 천,36.34 천,-5.21%,-30.52%,-21.81%
1750,CJs,CJS,74.69 천,43.63,1.71 천*,159.43 천,-0.30%,32.32%,39.68%
1751,YENTEN,YTN,32.89 천,0.003887,8.46 백만,0.00 ,0.00%,0.00%,-74.26%
1752,CK USD,CKUSD,?,1199.40,?*,138.17 십억,-0.24%,7.98%,8.88%
1753,Infinity Econ...,XIN,?,1.56,?*,24.33 십억,-0.60%,-2.80%,-14.29%
1754,Alibabacoin,ABBC,?,98.34,?,15.07 십억,8.75%,6.20%,102.84%
1755,ZB,ZB,?,139.44,?*,11.45 십억,-0.44%,4.18%,4.22%
1756,Project Pai,PAI,?,57.70,?*,3.87 십억,-0.03%,4.53%,6.87%
1757,HYCON,HYC,?,17.16,?,2.96 십억,-0.10%,9.88%,-23.73%
1758,Davinci Coin,DAC,?,10.88,?*,2.91 십억,0.66%,3.29%,19.56%
1759,MIR COIN,MIR,?,47.87,?,2.87 십억,0.69%,-1.68%,4.98%
1760,BUMO,BU,?,84.87,?*,2.82 십억,-0.54%,3.53%,9.16%
1761,PLATINCOIN,PLC,?,5314.54,?*,2.24 십억,-0.22%,2.50%,11.68%
1762,Machine Xchan...,MXC,?,8.32,?*,2.12 십억,-1.26%,1.70%,-17.25%
1763,PlayCoin [QRC20],PLY,?,33.13,?*,1.93 십억,-1.71%,-15.83%,-11.94%
1764,KNOW,KNOW,?,26.73,?*,1.89 십억,2.47%,15.33%,27.25%
1765,Filecoin [Fut...,FIL,?,3209.99,?,1.78 십억,-1.16%,10.24%,0.07%
1766,Consentium,CSM,?,5346.86,?*,1.49 십억,-0.11%,-3.26%,130.06%
1767,The Midas Tou...,TMTG,?,9.54,?*,1.46 십억,-0.48%,-0.34%,-9.84%
1768,DigiFinexToken,DFT,?,152.65,?*,1.08 십억,-3.39%,4.97%,-6.16%
1769,Atlas Protocol,ATP,?,23.82,?*,975.95 백만,-1.76%,1.74%,4.94%
1770,EduCoin,EDU,?,0.145891,?*,823.73 백만,0.65%,25.23%,15.26%
1771,TopChain,TOPC,?,5.84,?*,660.57 백만,-0.19%,1.39%,-1.45%
1772,Super Bitcoin,SBTC,?,2106.78,?,644.06 백만,11.16%,14.80%,-0.22%
1773,DIPNET,DPN,?,1.50,?*,594.93 백만,-0.01%,10.00%,10.38%
1774,FuturoCoin,FTO,?,5532.02,?,586.61 백만,0.44%,-1.37%,-10.07%
