#,이름,종목,시가총액,가격,유통 공급량,24시간 거래량,1시간 변동률,24시간 변동률,7일 변동률
995,ACE (TokenStars),ACE,259.95 백만,22.26,11.68 백만*,108.24 백만,-2.21%,-17.79%,-6.31%
996,GCN Coin,GCN,258.78 백만,0.001592,162.53 십억,1.79 백만,3.32%,8.47%,-48.35%
997,Blocklancer,LNC,254.98 백만,2.12,120.14 백만*,13.16 백만,-0.03%,-8.18%,-1.39%
998,CyberFM,CYFM,254.86 백만,0.004978,51.20 십억* ,39.48 백만,-4.71%,-0.63%,-2.16%
999,Open Trading ...,OTN,252.12 백만,124.53,2.02 백만*,3.03 백만,-12.80%,-37.00%,-40.81%
1000,Soma,SCT,251.01 백만,31.12,8.07 백만*,57.48 백만,-3.02%,-7.86%,-26.23%
1001,DaTa eXchange,DTX,248.19 백만,11.23,22.10 백만*,5.52 백만,0.69%,-9.67%,-19.63%
1002,EXMR,EXMR,246.15 백만,20.59,11.95 백만*,4.10 백만,-2.07%,-16.16%,-11.16%
1003,Ether-1,ETHO,245.84 백만,14.43,17.04 백만,5.76 백만,-3.02%,-9.43%,-13.87%
1004,SyncFab,MFG,245.68 백만,1.41,173.85 백만*,98.21 백만,-11.82%,-11.34%,-34.55%
1005,EZToken,EZT,238.09 백만,20.69,11.51 백만*,10.75 백만,-2.43%,-1.64%,-3.33%
1006,Mao Zedong,MAO,237.07 백만,37.6,6.30 백만,568.53 천,-1.69%,-5.53%,-12.40%
1007,TrezarCoin,TZC,233.98 백만,2.42,96.79 백만,668.98 천,8.73%,-24.96%,-30.12%
1008,PutinCoin,PUT,228.77 백만,0.381723,599.32 백만,5.24 백만,-3.89%,23.39%,16.53%
1009,More Coin,MORE,225.18 백만,112.59,2.00 백만*,1.59 백만,-1.71%,-3.26%,-14.32%
1010,BlitzPredict,XBP,223.17 백만,0.634349,351.81 백만*,8.50 백만,-2.94%,-1.70%,-15.72%
1011,BEAT,BEAT,222.88 백만,1.95,114.38 백만*,18.65 백만,-3.32%,21.99%,-26.32%
1012,Zetacoin,ZET,221.27 백만,1.31,168.97 백만,16.32 백만,0.27%,12.38%,1.90%
1013,CFun,CFUN,218.08 백만,0.507837,429.43 백만*,30.27 백만,3.71%,0.70%,-3.76%
1014,Kolion,KLN,218.07 백만,311.3,700.52 천,4.54 백만,-0.66%,-2.15%,-14.17%
1015,CryptoFlow,CFL,216.62 백만,2.62,82.67 백만,2.49 백만,-2.12%,-12.47%,-23.26%
1016,NuShares,NSR,215.35 백만,0.077532,2.78 십억*,774.46 천,-1.69%,-3.92%,-3.86%
1017,CampusCoin,CMPCO,213.89 백만,0.419426,509.96 백만,589.61 천,-1.94%,-2.85%,-7.57%
1018,IONChain,IONC,212.76 백만,2.13,99.98 백만*,53.49 백만,-2.79%,-3.95%,-5.98%
1019,Hurify,HUR,211.73 백만,1.06,199.63 백만*,10.71 백만,-2.57%,-5.68%,-26.06%
1020,Webcoin,WEB,210.23 백만,6.28,33.47 백만*,548.58 백만,9.97%,7.93%,-18.70%
1021,Cazcoin,CAZ,209.85 백만,5.54,37.85 백만*,19.65 백만,-22.32%,-9.22%,83.84%
1022,X-Cash,XCASH,209.00 백만,0.009997,20.91 십억,3.70 백만,0.76%,4.62%,-20.22%
1023,XDNA,XDNA,207.76 백만,65.62,3.17 백만,3.64 백만,-2.36%,-4.92%,-13.32%
1024,BitRewards,BIT,206.57 백만,0.610992,338.09 백만*,59.43 백만,-0.54%,-2.34%,-19.16%
1025,Origin Sport,ORS,206.39 백만,3.67,56.23 백만*,498.16 백만,-2.98%,-2.36%,-39.26%
1026,Mindexcoin,MIC,205.87 백만,10.06,20.46 백만*,677.03 천,-2.74%,-4.15%,-48.26%
1027,bitSilver,BITSILVER,205.41 백만,9645.72,21.30 천*,1.03 백만,-1.30%,-5.26%,-17.36%
1028,ModulTrade,MTRC,204.61 백만,5.63,36.32 백만*,38.41 백만,-6.14%,-8.26%,-28.10%
1029,Sharechain,SSS,204.18 백만,0.080258,2.54 십억*,693.37 천,-2.98%,-22.39%,-58.35%
1030,Xchange,XCG,198.49 백만,37.12,5.35 백만,767.90 천,-1.69%,8.68%,-2.98%
1031,Italian Lira,ITL,197.25 백만,0.03564,5.53 십억*,55.26 백만,-6.54%,-2.04%,27.55%
1032,Actinium,ACM,197.09 백만,30.08,6.55 백만,2.11 백만,-1.13%,-10.55%,-34.31%
1033,Teloscoin,TELOS,196.93 백만,5.41,36.43 백만,2.78 백만,-8.10%,4.72%,89.05%
1034,Condominium,CDM,195.45 백만,0.189619,1.03 십억*,582.44 천,-1.92%,0.12%,-10.84%
1035,Webchain,WEB,194.15 백만,3.02,64.21 백만,2.58 백만,-0.40%,7.43%,-12.37%
1036,Coinlancer,CL,194.14 백만,2.75,70.67 백만*,3.63 백만,-4.79%,-3.00%,-5.21%
1037,Provoco Token,VOCO,189.32 백만,1.28,148.18 백만*,61.86 백만,1.05%,-15.74%,-38.70%
1038,Deutsche eMark,DEM,186.48 백만,4.44,42.00 백만,876.49 천,2.49%,5.01%,-21.63%
1039,Bitcoin Token,BTK,185.18 백만,0.019223,9.63 십억*,27.38 백만,0.71%,0.82%,-31.96%
1040,Iungo,ING,182.56 백만,4.56,40.00 백만*,28.04 백만,-3.26%,-3.03%,-28.73%
1041,EUNOMIA,ENTS,177.12 백만,0.010769,16.45 십억*,6.49 백만,-2.93%,-4.32%,-14.44%
1042,No BS Crypto,NOBS,177.01 백만,0.151187,1.17 십억*,109.27 백만,-4.53%,-8.23%,-21.26%
1043,MMOCoin,MMO,176.60 백만,4.01,43.99 백만,1.48 백만,-2.30%,0.22%,-29.31%
1044,ZINC,ZINC,176.15 백만,52.53,3.35 백만*,614.28 천,-2.13%,-14.06%,-24.09%
1045,Gold Poker,GPKR,174.27 백만,100.25,1.74 백만*,72.58 백만,-1.78%,13.78%,-25.74%
1046,Engagement Token,ENGT,173.70 백만,0.418304,415.26 백만*,29.41 백만,-2.52%,-8.99%,-27.55%
1047,Pigeoncoin,PGN,173.52 백만,0.116234,1.49 십억,1.63 백만,-1.70%,-4.45%,-14.84%
1048,0xcert,ZXC,173.40 백만,1.51,115.00 백만*,135.68 백만,-3.69%,5.86%,-28.39%
1049,BitWhite,BTW,172.07 백만,4.74,36.33 백만,207.04 백만,-1.62%,-15.20%,-6.25%
1050,Elysian,ELY,171.03 백만,2.11,81.04 백만*,95.56 백만,-4.09%,-7.85%,-14.30%
1051,Aigang,AIX,169.41 백만,7.61,22.25 백만*,15.93 백만,-0.81%,-7.59%,-23.44%
1052,APR Coin,APR,168.38 백만,27.41,6.14 백만,7.46 백만,-1.69%,-3.84%,2.94%
1053,MASTERNET,MASH,168.02 백만,5.3,31.69 백만*,5.34 백만,-2.96%,-42.46%,-61.58%
1054,GoHelpFund,HELP,164.89 백만,52.42,3.15 백만*,7.65 백만,-1.67%,-6.21%,-36.57%
1055,Elementrem,ELE,162.52 백만,6.2,26.20 백만,981.20 천,-7.45%,-21.54%,-7.79%
1056,Auxilium,AUX,160.67 백만,1.61,99.94 백만*,5.93 백만,-1.65%,2.04%,-14.42%
1057,Rupaya,RUPX,159.85 백만,4.27,37.46 백만*,1.48 백만,-1.86%,-10.89%,-16.76%
1058,Aditus,ADI,158.25 백만,0.675946,234.11 백만*,52.64 백만,-2.01%,-9.42%,-20.19%
1059,bitEUR,BITEUR,152.46 백만,1415.49,107.71 천*,761.35 천,-1.24%,-5.17%,7.19%
1060,Ellaism,ELLA,151.23 백만,11.86,12.76 백만,582.18 천,-9.53%,-9.99%,-13.98%
1061,Aegeus,AEG,150.88 백만,5.87,25.72 백만*,1.89 백만,-2.40%,-4.91%,-5.55%
1062,DraftCoin,DFT,148.46 백만,18.26,8.13 백만*,1.19 백만,-1.66%,-2.52%,-7.67%
1063,Amon,AMN,148.27 백만,0.413387,358.68 백만*,1.69 백만,4.81%,2.65%,-33.35%
1064,ShowHand,HAND,146.66 백만,0.002369,61.91 십억*,24.44 백만,-2.69%,-4.20%,-13.66%
1065,OP Coin,OPC,143.90 백만,0.077409,1.86 십억*,985.77 천,-1.66%,-5.86%,-16.63%
1066,Absolute,ABS,142.75 백만,18.17,7.86 백만,3.97 백만,-0.77%,5.28%,-31.05%
1067,ERC20,ERC20,141.34 백만,20.19,7.00 백만*,34.92 백만,-11.56%,-4.42%,-7.24%
1068,Project Coin,PRJ,140.49 백만,27.65,5.08 백만*,5.64 백만,-7.78%,-16.45%,-42.22%
1069,FORCE,FOR,136.18 백만,0.969155,140.52 백만*,819.98 천,-1.69%,9.12%,-47.56%
1070,Lobstex,LOBS,132.78 백만,11.63,11.42 백만,26.52 백만,-0.42%,-14.32%,-21.45%
1071,XGOX,XGOX,132.12 백만,0.055523,2.38 십억,2.00 백만,0.44%,-0.83%,-24.11%
1072,Linx,LINX,131.86 백만,3.99,33.02 백만,3.02 백만,-1.68%,13.55%,-11.58%
1073,AllSafe,ASAFE2,131.35 백만,13.59,9.66 백만*,1.79 백만,1.87%,0.62%,0.67%
1074,Beetle Coin,BEET,130.58 백만,0.787065,165.91 백만,2.68 백만,-6.12%,-11.91%,-18.71%
1075,BriaCoin,BRIA,126.13 백만,169.66,743.43 천*,1.17 백만,0.00%,-14.42%,-25.18%
1076,Blocknode,BND,122.88 백만,1.28,96.28 백만,2.42 백만,-3.49%,-12.76%,-27.84%
1077,ArbitrageCT,ARCT,120.04 백만,1.33,90.15 백만*,696.55 천,-3.41%,1.91%,-21.41%
1078,MFIT COIN,MFIT,117.47 백만,204.34,574.87 천,3.53 백만,-1.59%,0.42%,-46.30%
1079,Suretly,SUR,116.54 백만,498.31,233.88 천*,3.83 백만,-2.80%,-4.26%,-13.22%
1080,Transcodium,TNS,114.26 백만,2.26,50.55 백만*,177.39 백만,1.39%,-7.65%,-8.51%
1081,Jetcoin,JET,113.34 백만,16.61,6.82 백만*,13.65 백만,9.58%,2.16%,16.24%
1082,nDEX,NDX,107.76 백만,0.007192,14.98 십억*,4.43 백만,2.27%,-15.58%,-32.89%
1083,IGToken,IG,107.68 백만,0.059899,1.80 십억*,86.17 백만,-2.48%,-5.16%,-25.08%
1084,Litecoin Plus,LCP,104.21 백만,49.38,2.11 백만,984.04 천,8.54%,22.17%,19.74%
1085,Alt.Estate token,ALT,102.15 백만,0.144598,706.42 백만*,4.34 백만,-10.30%,-25.47%,-57.58%
1086,WITChain,WIT,102.14 백만,0.06809,1.50 십억*,314.73 백만,-1.95%,-4.19%,6.47%
1087,SCRIV NETWORK,SCRIV,97.79 백만,3.95,24.74 백만,7.22 백만,1.81%,-5.19%,-18.38%
1088,MicroMoney,AMM,96.82 백만,7.49,12.93 백만*,9.50 백만,-12.14%,-17.00%,-10.58%
1089,AdCoin,ACC,96.60 백만,14.74,6.55 백만,3.35 백만,-10.06%,12.91%,21.86%
1090,BitMoney,BIT,95.58 백만,4.17,22.94 백만,959.65 천,-3.87%,-27.23%,-67.02%
1091,Ccore,CCO,90.37 백만,53.16,1.70 백만*,1.87 백만,-2.98%,-6.71%,17.88%
1092,Datarius Credit,DTRC,89.54 백만,0.700837,127.76 백만*,1.61 십억,-1.82%,-4.75%,-21.51%
1093,PrimeStone,PSC,86.76 백만,14.66,5.92 백만,1.57 백만,-9.83%,-12.06%,-61.92%
1094,Intelligent T...,ITT,84.73 백만,8.65,9.80 백만*,1.47 백만,-9.19%,1.23%,-0.39%
1095,Plancoin,PLAN,83.66 백만,3.1,26.98 백만,1.68 백만,-1.67%,9.74%,-13.98%
1096,BunnyToken,BUNNY,82.33 백만,0.699003,117.79 백만*,9.86 백만,-7.29%,-9.30%,10.38%
1097,Bitblocks,BBK,82.16 백만,0.697835,117.74 백만,1.70 백만,-1.70%,-6.62%,-34.42%
1098,Fivebalance,FBN,81.89 백만,0.005187,15.79 십억*,5.54 백만,-2.36%,-11.60%,-38.37%
1099,Unify,UNIFY,80.86 백만,4.53,17.86 백만*,1.89 백만,-1.69%,-4.88%,-26.21%
1100,InflationCoin,IFLT,80.80 백만,0.001804,44.79 십억*,1.30 백만,5.53%,-5.17%,-34.25%
1101,Citadel,CTL,80.47 백만,7.37,10.92 백만,1.47 백만,-1.67%,-17.10%,-51.74%
1102,QYNO,QNO,78.36 백만,72.88,1.08 백만,34.10 백만,-3.73%,-10.10%,-21.73%
1103,CryptoSoul,SOUL,75.30 백만,0.695854,108.21 백만*,8.96 백만,-3.23%,-7.22%,3.52%
1104,ProCurrency,PROC,74.52 백만,0.741802,100.46 백만*,3.40 백만,-25.62%,14.84%,22.19%
1105,Waletoken,WTN,74.44 백만,0.005083,14.64 십억*,6.76 백만,-2.57%,-8.05%,-27.06%
1106,RPICoin,RPI,73.43 백만,0.141264,519.78 백만,784.21 천,25.33%,-6.21%,-21.63%
1107,PKG Token,PKG,73.26 백만,0.008168,8.97 십억*,4.41 백만,-0.92%,-12.59%,-15.42%
1108,Crystal Token,CYL,73.05 백만,129.44,564.38 천*,1.90 백만,-3.17%,25.20%,-15.89%
1109,CyberMusic,CYMT,71.45 백만,0.004999,14.29 십억*,5.93 백만,-2.03%,-3.98%,-16.64%
1110,Typerium,TYPE,70.29 백만,1.03,68.41 백만*,869.47 천,-2.59%,10.76%,-15.37%
1111,BlockMesh,BMH,69.47 백만,0.775324,89.60 백만*,1.55 백만,-0.86%,-16.50%,-21.56%
1112,TokenDesk,TDS,69.31 백만,6.74,10.28 백만*,19.73 백만,-4.04%,16.17%,42.67%
1113,RouletteToken,RLT,65.36 백만,6.4,10.22 백만*,5.42 백만,-2.02%,-6.09%,-22.57%
1114,Altcoin,ALT,64.33 백만,522.3,123.18 천*,622.17 천,-1.71%,-3.99%,-22.66%
1115,XOVBank,XOV,62.23 백만,2.21,28.19 백만*,9.64 백만,-2.09%,-8.43%,-52.21%
1116,KWHCoin,KWH,62.04 백만,1.38,44.90 백만*,56.82 백만,-4.24%,-6.33%,89.55%
1117,Tourist Token,TOTO,60.55 백만,0.012857,4.71 십억*,21.42 백만,-2.65%,-2.33%,-18.70%
1118,TEAM (TokenSt...,TEAM,58.38 백만,5.21,11.20 백만*,5.06 백만,-1.59%,-6.45%,-20.29%
1119,Bitcoin X,BTX,57.74 백만,20.16,2.86 백만*,1.08 백만,-10.82%,-23.32%,-41.13%
1120,WhaleCoin,WHL,55.71 백만,5.47,10.19 백만,64.00 백만,-11.36%,7.99%,-32.85%
1121,AceD,ACED,55.04 백만,23.4,2.35 백만*,631.35 천,-1.69%,-13.88%,-42.93%
1122,Phonecoin,PHON,54.61 백만,18.94,2.88 백만,921.67 천,-2.10%,23.75%,-17.37%
1123,MCAP,MCAP,53.34 백만,5.08,10.49 백만*,2.77 백만,-12.68%,6.26%,-33.02%
1124,ELTCOIN,ELTCOIN,52.78 백만,0.58645,90.00 백만*,580.97 천,-2.99%,-9.36%,-23.25%
1125,BitcoiNote,BTCN,52.55 백만,5.41,9.72 백만,657.95 천,-3.02%,-7.32%,-27.33%
1126,Bitcoinus,BITS,51.10 백만,1.13,45.29 백만*,6.19 백만,-1.48%,-11.66%,-39.37%
1127,Neural Protocol,NRP,45.74 백만,0.006216,7.36 십억*,17.61 백만,-0.47%,-5.34%,-33.14%
1128,Ethereum Dark,ETHD,44.54 백만,29.69,1.50 백만,2.12 백만,-1.69%,5.17%,7.72%
1129,Steneum Coin,STN,43.47 백만,14.85,2.93 백만*,4.61 백만,-1.68%,-11.73%,-44.08%
1130,BZLCOIN,BZL,41.14 백만,21.36,1.93 백만,709.10 천,-1.68%,37.31%,4.90%
1131,Mirai,MRI,39.99 백만,12.02,3.33 백만,1.22 백만,-0.28%,-4.49%,-30.22%
1132,Numus,NMS,39.20 백만,14.25,2.75 백만*,618.97 천,-6.26%,-3.05%,-14.56%
1133,Bitether,BTR,38.48 백만,1.63,23.63 백만*,4.30 백만,19.10%,12.56%,-14.51%
1134,VikkyToken,VIKKY,38.16 백만,0.010237,3.73 십억*,8.10 백만,-2.78%,-3.15%,-37.94%
1135,Micromines,MICRO,36.97 백만,0.002641,14.00 십억*,21.78 백만,-27.46%,-30.76%,-55.80%
1136,Zenswap Netwo...,ZNT,33.58 백만,0.005468,6.14 십억*,6.55 백만,-2.63%,-4.47%,-14.82%
1137,Abulaba,AAA,33.54 백만,2.22,15.09 백만*,11.90 백만,-4.79%,-6.04%,-25.52%
1138,Thore Cash,TCH,31.85 백만,1.13,28.25 백만*,63.65 백만,-4.29%,3.92%,-8.65%
1139,Sub Invest,SUBX,29.35 백만,0.000078,378.57 십억,3.18 백만,-1.69%,-30.17%,-46.25%
1140,Desire,DSR,28.63 백만,4.84,5.91 백만,7.52 백만,7.44%,-4.92%,-27.68%
1141,PAXEX,PAXEX,28.13 백만,1.49,18.83 백만,723.93 천,14.79%,-3.20%,-46.11%
1142,Dinero,DIN,27.70 백만,3.45,8.03 백만,686.03 천,-2.38%,-13.37%,-30.25%
1143,Decentralized...,DATP,26.77 백만,0.002955,9.06 십억*,7.03 백만,-2.83%,-1.99%,-22.70%
1144,Azart,AZART,24.22 백만,7.86,3.08 백만,1.13 백만,-1.68%,-4.02%,-14.77%
1145,DeltaChain,DELTA,24.00 백만,0.005358,4.48 십억*,6.46 백만,-3.47%,-5.46%,-44.49%
1146,SixEleven,611,21.70 백만,46.84,463.36 천,573.86 천,-1.69%,-42.52%,-39.42%
1147,Bionic,BNC,20.60 백만,0.038406,536.24 백만*,4.95 백만,-3.07%,-11.09%,-21.17%
1148,Havy,HAVY,20.33 백만,0.004002,5.08 십억*,8.40 백만,-3.92%,0.50%,-13.88%
1149,Nitro,NOX,19.92 백만,1.32,15.15 백만*,1.18 백만,-2.60%,-21.97%,-34.17%
1150,Nyerium,NYEX,19.35 백만,1.03,18.82 백만*,1.03 백만,2.27%,-7.60%,-10.23%
1151,Gossipcoin,GOSS,18.49 백만,0.178171,103.75 백만,670.32 천,-3.01%,-1.93%,-35.80%
1152,Cryptrust,CTRT,17.09 백만,0.003223,5.30 십억*,7.09 백만,-10.35%,-16.08%,-54.41%
1153,Ether Kingdom...,IMP,16.45 백만,37.6,437.63 천*,8.28 백만,4.33%,-13.58%,-7.59%
1154,Mainstream Fo...,MFTU,13.90 백만,0.056717,245.00 백만*,4.26 백만,-6.79%,-36.64%,-34.39%
1155,YoloCash,YLC,13.62 백만,0.461761,29.50 백만*,2.21 백만,-2.53%,-7.44%,-27.16%
1156,Joint Ventures,JOINT,12.41 백만,0.567126,21.88 백만*,1.62 백만,-1.81%,-18.04%,-30.75%
1157,KUN,KUN,11.15 백만,5574.58,2.00 천*,10.25 백만,-5.38%,-3.59%,-25.45%
1158,LiteBitcoin,LBTC,8.76 백만,0.302685,28.94 백만,758.58 천,-1.58%,-27.37%,-46.69%
1159,Peony,PNY,6.12 백만,1.08,5.65 백만,783.60 천,-1.96%,-10.62%,-42.89%
1160,MODEL-X-coin,MODX,2.93 백만,67,43.78 천*,105.26 백만,-1.93%,-10.97%,-60.58%
1161,RusGas,RGS,132.41 천,0.000039,3.42 십억*,943.86 천,-1.71%,-3.98%,-87.30%
1162,BitF,BITF,97.04 천,0.09131,1.06 백만,2.44 백만,-68.56%,-98.99%,-99.04%
1163,Bolenum,BLN,10.03 천,0.001003,10.00 백만 *,1.89 백만,-16.85%,-48.45%,-73.44%
1164,Oyster,PRL,49.03 십억,577.04,84.97 백만*,?,0.00%,0.00%,0.00%
1165,United Trader...,UTT,11.28 십억,301.89,37.36 백만*,149.01 천,-0.31%,14.88%,8.45%
1166,CasinoCoin,CSC,8.37 십억,0.232597,35.97 십억*,49.29 천,-1.69%,-9.02%,-4.96%
1167,Aston,ATX,6.93 십억,8.41,824.00 백만*,168.72 천,-1.69%,3.02%,-24.08%
1168,Lykke,LKK,6.43 십억,20.28,316.81 백만*,0,-0.53%,-4.59%,-18.99%
1169,PlayCoin [ERC20],PLY,5.20 십억,35.5,146.47 백만*,0,-1.84%,8.18%,-14.77%
1170,Cofound.it,CFI,4.86 십억,14.95,325.00 백만*,283.04 천,-1.89%,-3.19%,-14.47%
1171,Primalbase Token,PBT,4.72 십억,3774031,1.25 천*,120.01 천,-2.07%,10.42%,-16.25%
1172,Universa,UTNP,4.63 십억,2.5,1.85 십억*,145.63 천,-2.28%,1.71%,-21.65%
1173,Rialto,XRL,4.63 십억,56.29,82.17 백만*,21.84 천,-4.44%,-8.50%,-34.12%
1174,Ecobit,ECOB,4.26 십억,9.58,444.44 백만*,30.61 천,-2.08%,-2.40%,-0.94%
1175,PayPie,PPP,3.58 십억,43.4,82.50 백만*,0,0.00%,-2.08%,-36.17%
1176,Bittwatt,BWT,3.56 십억,12.24,290.73 백만*,?,0.00%,0.00%,-7.35%
1177,FirstBlood,1ST,3.25 십억,37.93,85.56 백만*,339.52 천,-4.16%,25.53%,-13.16%
1178,Ondori,RSTR,2.96 십억,0.080826,36.60 십억,263.38 천,-0.33%,14.44%,14.72%
1179,Anoncoin,ANC,2.88 십억,1366.29,2.11 백만,412.36 천,1.41%,-26.55%,9.45%
1180,Puregold Token,PGT,2.75 십억,275.87,9.97 백만*,?,0.00%,0.00%,0.00%
1181,Aurora DAO,AURA,2.52 십억,16.55,152.25 백만*,516.08 천,-2.99%,-5.93%,-17.11%
1182,Rubycoin,RBY,2.47 십억,93.52,26.37 백만*,114.81 천,-1.70%,-19.31%,-28.62%
1183,Pandacoin,PND,2.44 십억,0.074961,32.51 십억,71.65 천,1.73%,-3.68%,-11.33%
1184,OracleChain,OCT,2.36 십억,78.79,30.00 백만*,11.30 천,-1.22%,47.92%,15.62%
1185,Spectrecoin,XSPEC,2.35 십억,113.16,20.79 백만*,364.67 천,-1.58%,0.69%,-6.83%
1186,Change,CAG,2.26 십억,60.78,37.11 백만*,434.11 천,-3.08%,-3.70%,-20.52%
1187,TaaS,TAAS,2.13 십억,261.6,8.15 백만*,2.17 천,-2.37%,-4.62%,-9.34%
1188,Maecenas,ART,2.07 십억,52.59,39.29 백만*,374.09 천,-2.18%,8.56%,1.16%
1189,DAO.Casino,BET,1.96 십억,11.74,167.27 백만*,69.72 천,-2.98%,-5.72%,-27.38%
1190,AsiaCoin,AC,1.89 십억,0.913001,2.07 십억,0,0.00%,-1.67%,-9.62%
1191,AMLT,AMLT,1.83 십억,21.33,85.67 백만*,314.83 천,-0.42%,4.98%,-6.07%
1192,Linfinity,LFT,1.77 십억,4.62,382.46 백만*,0,-2.46%,-29.18%,-44.48%
1193,RoBET,ROBET,1.70 십억,2132.75,798.70 천*,335.14 천,-1.69%,-4.09%,10.46%
1194,TittieCoin,TIT,1.66 십억,1.32,1.26 십억,5.53 천,-1.69%,9.84%,1352.51%
1195,Proxeus,XES,1.60 십억,7.88,203.24 백만*,141.48 천,-35.94%,29.84%,-45.61%
1196,New Power Coin,NPW,1.59 십억,86.68,18.31 백만,61.83 천,-1.67%,-32.40%,-41.62%
1197,Eroscoin,ERO,1.53 십억,8.22,186.74 백만*,438.45 천,-1.71%,-25.63%,-17.16%
1198,ALAX,ALX,1.53 십억,3.05,502.91 백만*,151.84 천,-2.99%,-4.78%,3.26%
1199,LoMoCoin,LMC,1.53 십억,6.07,252.02 백만*,365.19 천,-1.69%,-5.52%,-17.93%
1200,Soniq,SONIQ,1.47 십억,32.64,45.00 백만*,18.02 천,-1.68%,-5.44%,22.75%
1201,Coinvest,COIN,1.45 십억,123.2,11.80 백만*,0,0.00%,-2.08%,-26.28%
1202,Pedity,PEDI,1.43 십억,1.05,1.37 십억*,97.29 천,-1.38%,-5.98%,-31.92%
1203,Kind Ads Token,KIND,1.37 십억,38.79,35.32 백만*,466.70 천,-6.20%,-30.07%,-1.33%
1204,REAL,REAL,1.34 십억,132.87,10.06 백만*,0,0.00%,4.54%,-23.11%
1205,Open Platform,OPEN,1.33 십억,3.04,436.11 백만*,0,0.00%,0.00%,0.00%
1206,XPA,XPA,1.31 십억,22.96,57.18 백만*,0,0.00%,-0.12%,-17.09%
1207,Sequence,SEQ,1.30 십억,28.11,46.18 백만,64.88 천,-1.69%,-1.25%,-15.00%
1208,Motocoin,MOTO,1.24 십억,62.88,19.64 백만,30.76 천,-1.70%,-5.48%,-14.56%
1209,ALIS,ALIS,1.23 십억,31.67,38.93 백만*,22.63 천,-1.72%,-11.86%,-15.59%
1210,Vites,VITES,1.17 십억,0.038766,30.27 십억,307.97 천,-1.68%,-3.98%,-13.96%
1211,Vetri,VLD,1.13 십억,5.14,220.02 백만*,319.72 천,-0.93%,-34.79%,-41.30%
1212,Rivetz,RVT,1.12 십억,42.64,26.24 백만*,15.90 천,-4.19%,-18.53%,-30.05%
1213,Elite,1337,1.12 십억,0.042425,26.32 십억*,420.92 천,-1.52%,-11.40%,-11.79%
1214,APX,APX,1.12 십억,1586.46,703.18 천*,0,0.00%,-1.76%,-10.47%
1215,Fluz Fluz,FLUZ,1.11 십억,5.42,204.78 백만*,293.04 천,-3.01%,-2.95%,43.17%
1216,B3Coin,KB3,1.11 십억,1.5,737.21 백만,166.65 천,-1.43%,1.77%,-7.05%
1217,ShipChain,SHIP,1.09 십억,4.88,222.45 백만*,7.33 천,-1.69%,8.02%,-32.59%
1218,Opus,OPT,1.09 십억,7.75,140.08 백만*,426.83,-1.68%,46.32%,72.07%
1219,Smoke,SMOKE,1.08 십억,53.6,20.13 백만*,16.78 천,-1.14%,-1.96%,7.15%
1220,FNKOS,FNKOS,1.06 십억,7.69,138.06 백만*,160.16 천,7.86%,-13.09%,-28.55%
1221,Mysterium,MYST,1.06 십억,45.01,23.51 백만*,13.50 천,-1.68%,-6.65%,-42.91%
1222,CHIPS,CHIPS,1.06 십억,50.36,21.00 백만,2.06 천,-4.31%,-5.58%,-36.97%
1223,Vezt,VZT,1.04 십억,13.58,76.45 백만*,0,0.00%,-1.08%,-15.53%
1224,FoldingCoin,FLDC,1.03 십억,1.43,719.42 백만*,471.36 천,1.04%,-3.98%,-12.30%
1225,Cryptopay,CPAY,1.03 십억,15.05,68.33 백만*,204.62 천,-2.97%,-10.86%,-19.69%
1226,COPYTRACK,CPY,1.01 십억,32.37,31.17 백만*,0,0.00%,-1.15%,-23.65%
1227,FoodCoin,FOOD,1.00 십억,2.52,398.84 백만*,50.37 천,-1.69%,-4.58%,-15.27%
1228,Starta,STA,1.00 십억,193.45,5.18 백만*,19.34 천,-2.08%,-19.29%,-43.07%
1229,bitqy,BQ,999.09 백만,0.320975,3.11 십억*,21.62 천,-1.90%,-25.62%,-20.58%
1230,savedroid,SVD,964.91 백만,0.358925,2.69 십억*,283.68 천,-0.96%,-2.45%,-26.83%
1231,SounDAC,XSD,925.92 백만,63.5,14.58 백만*,161.61 천,-1.10%,-3.00%,-51.10%
1232,PetroDollar,XPD,903.00 백만,14.11,63.99 백만,70.93 천,-1.70%,14.61%,-13.19%
1233,Noku,NOKU,882.36 백만,61.3,14.39 백만*,22.75 천,-2.98%,-10.23%,-14.58%
1234,Espers,ESP,880.24 백만,0.038766,22.71 십억,132.37 천,-1.68%,-51.99%,-58.71%
1235,Oxycoin,OXY,864.91 백만,0.969155,892.43 백만*,29.69 천,-1.69%,23.37%,-28.85%
1236,Goodomy,GOOD,863.92 백만,1.39,620.51 백만*,0,0.00%,0.00%,29.24%
1237,Hexx,HXX,863.70 백만,465.19,1.86 백만,130.46 천,52.53%,10.92%,8.89%
1238,InterCrone,ICR,853.94 백만,59.82,14.27 백만,462.79 천,-1.62%,-7.33%,-6.53%
1239,Gravity,GZRO,843.13 백만,0.386825,2.18 십억,293.43 천,-1.69%,-43.52%,-21.20%
1240,Uniform Fisca...,UFO,839.85 백만,0.225698,3.72 십억,437.25 천,8.92%,-5.00%,2.05%
1241,BitCrystals,BCY,802.58 백만,34.9,23.00 백만*,310.07 천,-0.19%,3.80%,40.05%
